job_type,job_location,analyst_type,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,education,viz_tool,year_of_surv,exp,salary
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,כן,כן,מלאה,מערכות מידע,No Tool,2024,13,30000
שכירה,אזור תל אביב,Marketing,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,5,28000
עצמאית,עבודה מהבית,All kind of data analysis,אחר,לא,כן,כן,לעיתים נדירות,כן,,כלכלה / פיננסים / חשבונאות,Power BI,2024,4,
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,8,
שכירה,אזור השפלה,Product,אחר,לא,לעיתים נדירות,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,1,11000
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,לעיתים נדירות,כן,לא,לא,מלאה,מערכות מידע,Other,2024,2,23000
שכירה,אזור חיפה,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2024,3,19500
לא מועסקת כרגע,מרכז,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,סטטיסטיקה,Other,2024,3,13000
שכירה,אזור ירושלים,BI,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,מנהל עסקים,Power BI,2024,5,25000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2024,2,19000
שכירה,מרכז,Product,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,חצי משרה,הנדסת תעשיה וניהול,Power BI,2024,3,11000
שכירה,אזור תל אביב,other,תעשייה ישראלית,כן,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,No Tool,2024,4,13000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,2,12000
שכירה,אזור תל אביב,Product,הייטק,לא,כן,כן,לא,כן,מלאה,מנהל עסקים,Tableau,2024,2,23000
עצמאית,אזור ירושלים,All kind of data analysis,אחר,לא,כן,כן,לא,לא,,מדעי המחשב,Power BI,2024,10,
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,מערכות מידע,Tableau,2024,2,20000
שכירה,עבודה מהבית,All kind of data analysis,הייטק,לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,15,27000
שכירה,מרכז,Business analyst,אחר,לא,כן,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2024,1,13000
שכירה,אזור תל אביב,Business analyst,הייטק,כן,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,9,35000
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,לעיתים נדירות,כן,לעיתים נדירות,לעיתים נדירות,חצי משרה,הנדסת תעשיה וניהול,Excel,2024,2,6500
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,5,32000
שכירה,אזור תל אביב,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,מנהל עסקים,Excel,2024,9,21000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Qlik,2024,1,18000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,3,23000
שכירה,מרכז,Product,הייטק (גלובלי),לא,כן,כן,כן,לא,מלאה,הנדסת תעשיה וניהול,Python/R,2024,5.5,23500
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,5,18000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,#N/A,2024,1,18000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Looker,2024,2,18000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,3,16500
שכירה,אזור תל אביב,Product,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי המחשב,Looker,2024,4,23000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,כן,לא,כן,כן,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Excel,2024,8,
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,כן,כן,מלאה,סטטיסטיקה,Power BI,2024,4,20000
לא מועסקת כרגע,מרכז,All kind of data analysis,הייטק,לא,לא,כן,לא,כן,מלאה,אין תואר,Tableau,2024,9,27000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,5,28000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,5,19000
שכירה,מרכז,other,צהל,לא,כן,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2024,15,23000
שכירה,אזור ירושלים,Financial Analyst,תעשייה ישראלית,לא,לא,כן,לא,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,2,21000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,כן,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Tableau,2024,10,
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,מנהל עסקים,Power BI,2024,2,15500
שכירה,אזור תל אביב,Product,הייטק,לא,לעיתים נדירות,כן,כן,כן,מלאה,סטטיסטיקה,Looker,2024,5,27000
שכירה,אזור ירושלים,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי המחשב,Qlik,2024,3,22000
שכירה,אזור תל אביב,other,ממשלתיח,לא,לא,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,20,
שכירה,אזור תל אביב,Business analyst,הייטק,כן,לעיתים נדירות,כן,כן,כן,מלאה,אין תואר,Tableau,2024,5,28000
שכירה,מרכז,Product,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,סטטיסטיקה,Looker,2024,4,31000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לא,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,2,22000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2024,1,20000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Other,2024,4,24000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,כן,כן,לא,כן,מלאה,מערכות מידע,Looker,2024,3,21800
שכירה,מרכז,Business analyst,אחר,כן,לא,כן,לא,לעיתים נדירות,חצי משרה,מדעי ההתנהגות או חברה,Excel,2024,1,8500
שכירה,אזור תל אביב,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,2,24000
עצמאית,אזור ירושלים,All kind of data analysis,תעשייה ישראלית,כן,לעיתים נדירות,כן,לא,כן,,הנדסת תעשיה וניהול,Power BI,2024,6,
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),כן,כן,כן,לעיתים נדירות,כן,מלאה,מדעים מדויקים,Power BI,2024,2,33000
שכירה,עבודה מהבית,Business analyst,הייטק,לא,כן,כן,לא,כן,מלאה,מנהל עסקים,Tableau,2024,7,22000
שכירה,אזור ירושלים,Business analyst,ממשלתיח,לא,לעיתים נדירות,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Qlik,2024,3,20000
שכירה,אזור תל אביב,Business analyst,הייטק,כן,לא,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,5,36000
שכירה,אזור ירושלים,Product,הייטק,לא,כן,כן,לא,לא,לא קבוע או לפי שעות,כלכלה / פיננסים / חשבונאות,Python/R,2024,0,11000
שכירה,מרכז,BI,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,מערכות מידע,Power BI,2024,4,26000
לא מועסקת כרגע,מרכז,All kind of data analysis,אחר,לא,לעיתים נדירות,כן,לא,כן,,אין תואר,Tableau,2024,0,17000
שכירה,מרכז,Financial Analyst,הייטק,לא,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,1.5,12000
שכירה,מרכז,Product,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,4,21000
שכירה,אזור תל אביב,Marketing,הייטק (גלובלי),לא,לעיתים נדירות,כן,לעיתים נדירות,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,1,11000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,#N/A,Qlik,2024,1,18000
שכירה,אזור תל אביב,Product,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,5,32000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,3,16000
שכירה,אזור ירושלים,other,ממשלתיח,לא,לעיתים נדירות,כן,לא,כן,מלאה,אין תואר,Excel,2024,3,18000
שכירה,אזור תל אביב,Product,הייטק,לא,כן,כן,לא,כן,מלאה,אחר,Looker,2024,9,40000
שכירה,אזור תל אביב,other,ממשלתיח,לא,כן,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Python/R,2024,5,19000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,סטטיסטיקה,Power BI,2024,10,18000
שכירה,מרכז,Business analyst,הייטק,לא,כן,כן,לעיתים נדירות,כן,פחות מחצי משרה,מערכות מידע,Looker,2024,2,4500
שכירה,אזור תל אביב,All kind of data analysis,אחר,כן,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,4,15000
שכירה,אזור השפלה,All kind of data analysis,הייטק (גלובלי),לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,אין תואר,Tableau,2024,3,20600
שכירה,מרכז,Fraud Analyst,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,2.5,21500
שכירה,מרכז,Business analyst,צהל,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2024,3,18000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,כן,כן,כן,כן,מלאה,סטטיסטיקה,Other,2024,18,25000
שכירה,מרכז,All kind of data analysis,הייטק,כן,לא,כן,לא,כן,מלאה,אין תואר,Power BI,2024,8,30000
שכירה,אזור ירושלים,Product,הייטק (גלובלי),לא,לעיתים נדירות,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Other,2024,2,17750
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,2.5,15000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,5,34000
שכירה,אזור תל אביב,Business analyst,הייטק,כן,כן,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,11,39000
שכירה,מרכז,Financial Analyst,הייטק,לא,לא,כן,לא,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,3,20000
לא מועסקת כרגע,אזור תל אביב,All kind of data analysis,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,סטטיסטיקה,Other,2024,1,20000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,כן,כן,לא,לא,מלאה,מערכות מידע,Excel,2024,1,17000
עצמאית,מרכז,All kind of data analysis,תעשייה ישראלית,כן,לעיתים נדירות,כן,כן,כן,,סטטיסטיקה,Other,2024,22,
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,4,20000
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,לא,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,5,19500
שכירה,אזור תל אביב,Product,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,2,24000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,מדעי הטבע,Tableau,2024,0,20000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Mixpanel,2024,5,26000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,כן,כן,כן,לא,כן,מלאה,אחר,Power BI,2024,6,30000
שכירה,מרכז,All kind of data analysis,הייטק,כן,לא,כן,כן,כן,מלאה,מדעים מדויקים,Tableau,2024,3.5,32000
שכירה,אזור תל אביב,Business analyst,הייטק,כן,לא,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Looker,2024,1.5,27000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,1.5,19000
שכירה,מרכז,BI,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,מערכות מידע,Power BI,2024,8,22000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Redash,2024,2,22000
שכירה,אזור תל אביב,Fraud Analyst,הייטק (גלובלי),לא,לעיתים נדירות,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,3,30000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,כן,כן,לא,כן,מלאה,מדעים מדויקים,Tableau,2024,1.5,
שכירה,אזור תל אביב,Financial Analyst,הייטק,כן,כן,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,9,40000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2024,1.5,9000
שכירה,אזור תל אביב,Business analyst,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2024,1,20000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2024,10,23000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,3,23600
שכירה,אזור תל אביב,other,#N/A,לא,לא,כן,לא,לא,חצי משרה,סטטיסטיקה,Python/R,2024,3,5400
שכירה,אזור ירושלים,other,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,אין תואר,#N/A,2024,3,18000
שכירה,דרום,All kind of data analysis,תעשייה ישראלית,כן,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2024,10,15000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,4,26000
שכירה,אזור ירושלים,Financial Analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,אחר,Power BI,2024,2,13000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,לעיתים נדירות,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,2,20800
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2024,3,20000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,מלאה,מנהל עסקים,Tableau,2024,5,32000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Qlik,2024,1.5,14000
שכירה,דרום,Financial Analyst,תעשייה ישראלית,לא,לא,כן,כן,כן,מלאה,סטטיסטיקה,No Tool,2024,4,21000
שכירה,אזור חיפה,other,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,10,12000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2024,2,14000
שכירה,עבודה מהבית,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,חצי משרה,מדעי הטבע,Tableau,2024,6,13000
שכירה,אזור תל אביב,Financial Analyst,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,3,22500
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,כן,לא,כן,כן,כן,מלאה,סטטיסטיקה,Other,2024,6,28000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Other,2024,8,20000
שכירה,אזור ירושלים,Business analyst,הייטק (גלובלי),לא,לעיתים נדירות,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Qlik,2024,2,17000
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,2,12000
שכירה,אזור חיפה,Financial Analyst,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,לא,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,3,13000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,אין תואר,Qlik,2024,3,20000
שכירה,אזור השפלה,All kind of data analysis,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,4.5,18000
שכירה,אזור תל אביב,Marketing,הייטק,כן,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2024,1,22000
שכירה,אזור תל אביב,Marketing,הייטק,לא,לא,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Looker,2024,2,18000
שכירה,מרכז,other,תעשייה ישראלית,כן,לא,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Qlik,2024,1,15500
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Qlik,2024,2.5,18500
שכירה,אזור תל אביב,other,הייטק,כן,לא,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Excel,2024,0,11000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Qlik,2024,4,23500
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,2.5,26000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,מדעי המחשב,Tableau,2024,1,15000
שכירה,אזור תל אביב,Financial Analyst,הייטק,לא,לא,כן,כן,לא,מלאה,הנדסת תעשיה וניהול,Excel,2024,1.5,15000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,3,28000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,מדעי המחשב,Redash,2024,5,27000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,כן,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,9,45000
שכירה,מרכז,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Python/R,2024,5,32000
שכירה,אזור תל אביב,other,הייטק (גלובלי),כן,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Python/R,2024,6,43000
שכירה,אזור תל אביב,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,אחר,Tableau,2024,4,26000
שכירה,אזור תל אביב,Fraud Analyst,הייטק,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2024,3,27000
שכירה,אזור תל אביב,Product,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,מנהל עסקים,Qlik,2024,0,12000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,כן,כן,כן,לא,מלאה,מדעי המחשב,Excel,2024,2.5,16750
שכירה,עבודה מהבית,Business analyst,הייטק (גלובלי),לא,לא,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Looker,2024,4,24250
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לעיתים נדירות,לעיתים נדירות,מלאה,מדעי הטבע,Looker,2024,2,19000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,אין תואר,Qlik,2024,20,40000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,כן,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,אין תואר,Power BI,2024,4,17000
לא מועסקת כרגע,עבודה מהבית,Product,הייטק,לא,כן,כן,לא,לעיתים נדירות,מלאה,אין תואר,Looker,2024,3,20000
שכירה,מרכז,Product,הייטק,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2024,3,17000
שכירה,עבודה מהבית,Marketing,הייטק,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2024,2,16000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי הטבע,Power BI,2024,1,14000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,מדעי המחשב,Tableau,2024,2,21000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,אין תואר,Python/R,2024,5,31000
שכירה,אזור תל אביב,Product,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2024,7,35000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,כן,חצי משרה,סטטיסטיקה,Excel,2024,2,6700
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,2,11000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2024,1.9,12000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,17,14500
שכירה,אזור תל אביב,other,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Looker,2024,4,22000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,מדעי הטבע,Python/R,2024,1,22000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,3.5,28000
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לעיתים נדירות,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2024,3,18000
עצמאית,אזור תל אביב,other,ממשלתיח,לא,לעיתים נדירות,כן,לעיתים נדירות,כן,,מדעי ההתנהגות או חברה,Excel,2024,5,
שכירה,מרכז,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,מדעי המחשב,Python/R,2024,4,30000
שכירה,אזור תל אביב,other,הייטק,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2024,1,10000
שכירה,אזור תל אביב,Product,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,5,
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,כן,לעיתים נדירות,מלאה,אין תואר,Qlik,2024,2,11000
שכירה,צפון,Marketing,תעשייה ישראלית,לא,לא,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Other,2024,0,8240
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Redash,2024,5,30000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2024,2,20000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,לעיתים נדירות,כן,לא,כן,מלאה,מערכות מידע,Tableau,2024,4,26500
שכירה,מרכז,other,תעשייה ישראלית,לא,כן,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,No Tool,2024,2,16000
שכירה,אזור חיפה,other,הייטק,לא,לא,כן,לא,לא,מלאה,סטטיסטיקה,Qlik,2024,9,26000
שכירה,מרכז,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,מדעי הטבע,Python/R,2024,0,19000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2024,6,25000
שכירה,אזור ירושלים,Business analyst,ממשלתיח,לא,לעיתים נדירות,כן,לא,לעיתים נדירות,מלאה,סטטיסטיקה,Tableau,2024,1,11000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2024,3,23000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2024,4,27000
שכירה,אזור תל אביב,Marketing,הייטק,לא,לא,כן,לא,כן,מלאה,אין תואר,Grafana,2024,1,16000
שכירה,אזור תל אביב,other,הייטק,לא,לעיתים נדירות,כן,לא,לעיתים נדירות,מלאה,אחר,No Tool,2024,10,28000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,אין תואר,Qlik,2024,5,27000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),כן,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2024,7,40000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2024,4,18000
